,date,open,close,high,low,volume,code
81,2017-05-08,325.862,315.162,326.682,314.402,40721.0,600519
82,2017-05-09,314.122,318.442,319.562,307.682,52801.0,600519
83,2017-05-10,318.082,319.772,324.122,316.702,26039.0,600519
84,2017-05-11,318.082,321.842,324.382,316.192,30467.0,600519
85,2017-05-12,323.272,323.152,324.982,319.692,22337.0,600519
86,2017-05-15,322.802,329.232,330.032,322.802,33447.0,600519
87,2017-05-16,329.282,339.802,340.902,327.942,50164.0,600519
88,2017-05-17,338.682,336.282,339.872,334.562,27515.0,600519
89,2017-05-18,334.732,339.222,340.382,334.692,24300.0,600519
90,2017-05-19,339.252,350.502,351.482,339.252,38310.0,600519
91,2017-05-22,348.722,351.462,355.692,345.882,35321.0,600519
92,2017-05-23,351.932,363.882,364.152,351.932,48454.0,600519
93,2017-05-24,362.582,360.002,366.162,355.682,40226.0,600519
94,2017-05-25,358.392,360.282,362.642,357.182,28898.0,600519
95,2017-05-26,360.502,361.602,365.282,357.682,27386.0,600519
96,2017-05-31,359.682,352.622,360.182,349.792,44312.0,600519
97,2017-06-01,352.182,358.962,359.632,350.692,40604.0,600519
98,2017-06-02,359.682,356.992,360.632,355.282,21785.0,600519
99,2017-06-05,357.722,354.092,358.682,352.032,19241.0,600519
100,2017-06-06,354.652,358.502,358.682,353.882,20402.0,600519
101,2017-06-07,358.802,369.052,369.682,358.802,38834.0,600519
102,2017-06-08,371.002,373.992,374.082,368.182,28951.0,600519
103,2017-06-09,373.922,375.422,380.482,372.682,31430.0,600519
104,2017-06-12,376.682,382.562,385.122,374.682,35109.0,600519
105,2017-06-13,382.732,382.722,384.182,376.682,24237.0,600519
106,2017-06-14,382.472,384.072,387.182,380.162,33768.0,600519
107,2017-06-15,384.682,373.982,385.162,373.682,50202.0,600519
108,2017-06-16,371.182,372.312,377.172,370.942,33331.0,600519
109,2017-06-19,371.642,379.852,380.072,371.642,38536.0,600519
110,2017-06-20,382.682,375.982,384.562,375.342,34505.0,600519
111,2017-06-21,379.232,382.392,382.682,375.712,42038.0,600519
112,2017-06-22,382.702,382.432,387.612,380.882,38242.0,600519
113,2017-06-23,382.542,382.412,384.562,378.012,31303.0,600519
114,2017-06-26,382.692,394.362,394.682,381.682,52932.0,600519
115,2017-06-27,392.502,393.782,394.682,390.532,27980.0,600519
116,2017-06-28,393.772,384.982,393.772,382.682,37728.0,600519
117,2017-06-29,385.982,382.692,387.032,379.682,35092.0,600519
118,2017-06-30,381.192,381.532,383.842,377.482,22427.0,600519
119,2017-07-03,383.882,370.052,383.882,367.582,49628.0,600519
120,2017-07-04,368.642,361.602,369.682,358.682,56488.0,600519
121,2017-07-05,362.692,369.812,370.012,362.692,37540.0,600519
122,2017-07-06,367.792,365.662,369.882,360.282,42044.0,600519
123,2017-07-07,367.519,362.439,367.569,357.669,37796.0,600519
124,2017-07-10,363.349,370.939,371.369,359.439,36624.0,600519
125,2017-07-11,370.969,379.599,381.049,370.469,44601.0,600519
126,2017-07-12,382.269,373.939,382.459,371.469,28950.0,600519
127,2017-07-13,371.819,372.629,378.379,370.149,25951.0,600519
128,2017-07-14,372.719,372.879,375.229,369.519,17726.0,600519
129,2017-07-17,373.509,366.539,374.509,362.749,35263.0,600519
130,2017-07-18,368.459,369.019,370.459,364.469,30684.0,600519
131,2017-07-19,370.469,373.329,380.089,369.269,56259.0,600519
132,2017-07-20,372.329,382.939,383.359,372.329,46634.0,600519
133,2017-07-21,383.429,389.669,391.479,380.129,46792.0,600519
134,2017-07-24,391.349,394.269,401.819,391.349,42716.0,600519
135,2017-07-25,398.669,394.429,399.269,392.569,21929.0,600519
136,2017-07-26,394.519,388.099,398.099,383.029,31470.0,600519
137,2017-07-27,388.099,390.339,392.319,387.569,19595.0,600519
138,2017-07-28,387.469,400.389,400.539,384.179,46618.0,600519
139,2017-07-31,400.469,397.689,404.429,397.469,38412.0,600519
140,2017-08-01,397.469,396.709,399.469,393.869,27501.0,600519
141,2017-08-02,396.509,399.309,401.349,394.979,26774.0,600519
142,2017-08-03,400.149,393.689,403.319,392.099,31768.0,600519
143,2017-08-04,393.469,390.109,395.449,389.069,18681.0,600519
144,2017-08-07,388.969,398.029,398.869,387.599,23099.0,600519
145,2017-08-08,398.469,399.049,400.689,395.969,16051.0,600519
146,2017-08-09,401.309,407.319,409.449,398.499,41794.0,600519
147,2017-08-10,407.559,408.099,416.069,405.469,35364.0,600519
148,2017-08-11,405.469,400.529,413.019,399.949,36572.0,600519
149,2017-08-14,401.679,416.299,416.569,401.679,39331.0,600519
150,2017-08-15,416.579,412.439,417.569,411.479,27163.0,600519
151,2017-08-16,414.469,412.959,415.269,409.469,18587.0,600519
152,2017-08-17,414.069,409.159,414.069,406.269,25846.0,600519
153,2017-08-18,409.269,406.119,410.909,404.469,23857.0,600519
154,2017-08-21,404.469,406.199,410.869,403.409,23546.0,600519
155,2017-08-22,403.869,403.689,405.949,392.469,42457.0,600519
156,2017-08-23,401.919,410.479,411.099,400.789,27214.0,600519
157,2017-08-24,410.459,409.279,412.869,408.489,18156.0,600519
158,2017-08-25,409.919,409.459,410.719,405.789,17297.0,600519
159,2017-08-28,409.469,408.509,413.759,407.499,29021.0,600519
160,2017-08-29,409.489,405.909,411.349,404.479,25176.0,600519
161,2017-08-30,406.169,409.439,410.219,405.629,18503.0,600519
162,2017-08-31,410.509,407.619,411.349,406.269,18736.0,600519
163,2017-09-01,406.669,411.649,412.749,406.499,31451.0,600519
164,2017-09-04,411.649,408.889,413.129,407.739,18931.0,600519
165,2017-09-05,409.349,406.459,410.459,405.969,22622.0,600519
166,2017-09-06,406.469,401.449,409.239,401.309,33006.0,600519
167,2017-09-07,401.779,397.739,403.369,396.529,33320.0,600519
168,2017-09-08,394.719,390.839,396.969,390.469,41173.0,600519
169,2017-09-11,387.559,394.789,398.689,386.449,45374.0,600519
170,2017-09-12,395.969,401.379,402.469,394.869,34341.0,600519
171,2017-09-13,401.469,408.099,408.669,397.849,33075.0,600519
172,2017-09-14,409.459,407.179,410.499,405.459,19399.0,600519
173,2017-09-15,408.969,406.309,408.969,404.469,16039.0,600519
174,2017-09-18,406.609,415.439,416.969,406.609,42206.0,600519
175,2017-09-19,416.769,413.419,418.969,412.479,23054.0,600519
176,2017-09-20,413.369,412.669,416.489,412.469,17318.0,600519
177,2017-09-21,412.409,415.239,417.049,409.349,19402.0,600519
178,2017-09-22,413.369,416.399,416.649,412.269,16343.0,600519
179,2017-09-25,416.779,423.709,424.669,416.769,32697.0,600519
180,2017-09-26,423.159,425.759,426.469,420.069,25470.0,600519
181,2017-09-27,425.389,424.679,427.499,422.539,16671.0,600519
182,2017-09-28,423.669,434.929,436.669,423.619,25969.0,600519
183,2017-09-29,432.469,434.109,442.349,431.969,22436.0,600519
184,2017-10-09,441.009,444.239,452.019,436.569,34891.0,600519
185,2017-10-10,443.519,456.529,456.959,443.479,31006.0,600519
186,2017-10-11,454.569,462.009,467.719,454.569,33406.0,600519
187,2017-10-12,461.469,460.559,463.969,456.649,19646.0,600519
188,2017-10-13,461.469,472.619,473.069,458.479,27858.0,600519
189,2017-10-16,476.459,477.159,483.129,472.339,29909.0,600519
190,2017-10-17,477.439,473.199,477.439,470.469,20977.0,600519
191,2017-10-18,470.669,477.189,479.059,470.669,19178.0,600519
192,2017-10-19,477.469,499.069,501.619,477.189,40658.0,600519
193,2017-10-20,497.469,490.799,497.469,488.229,31534.0,600519
194,2017-10-23,491.389,489.879,496.969,484.469,23771.0,600519
195,2017-10-24,488.469,483.799,490.269,480.079,31274.0,600519
196,2017-10-25,486.219,482.139,488.149,478.529,25076.0,600519
197,2017-10-26,521.469,521.559,529.469,508.379,115434.0,600519
198,2017-10-27,518.579,566.099,571.469,516.499,84383.0,600519
199,2017-10-30,559.519,538.549,560.469,537.469,81007.0,600519
200,2017-10-31,538.479,534.499,544.069,528.349,51875.0,600519
201,2017-11-01,537.349,539.479,548.009,535.689,43435.0,600519
202,2017-11-02,543.419,543.389,546.249,537.469,34249.0,600519
203,2017-11-03,545.119,555.639,559.909,545.119,48188.0,600519
204,2017-11-06,557.969,569.529,574.089,556.669,48513.0,600519
205,2017-11-07,567.049,558.539,573.619,554.649,55564.0,600519
206,2017-11-08,558.799,566.849,570.969,558.799,43951.0,600519
207,2017-11-09,564.469,566.539,570.619,561.079,33641.0,600519
208,2017-11-10,566.899,594.419,599.869,566.899,74078.0,600519
209,2017-11-13,596.469,604.349,609.249,592.269,49869.0,600519
210,2017-11-14,603.609,595.219,603.689,593.819,46366.0,600519
211,2017-11-15,595.219,604.549,606.459,590.469,45036.0,600519
212,2017-11-16,602.479,635.579,636.429,602.479,60716.0,600519
213,2017-11-17,612.469,606.719,625.469,594.239,123861.0,600519
214,2017-11-20,593.269,595.619,602.069,576.469,88305.0,600519
215,2017-11-21,585.469,593.719,605.269,578.489,96016.0,600519
216,2017-11-22,593.469,566.989,604.469,566.469,128498.0,600519
217,2017-11-23,558.469,550.199,562.469,546.689,109599.0,600519
218,2017-11-24,552.369,546.509,558.969,538.699,76541.0,600519
219,2017-11-27,550.469,537.759,552.799,529.479,63548.0,600519
220,2017-11-28,541.529,564.699,565.349,540.469,70291.0,600519
221,2017-11-29,566.409,554.589,568.439,550.479,46763.0,600519
222,2017-11-30,551.979,547.469,564.949,542.469,38019.0,600519
223,2017-12-01,554.479,538.819,555.459,536.599,47192.0,600519
224,2017-12-04,540.419,554.259,560.569,533.189,54267.0,600519
225,2017-12-05,550.469,549.429,563.869,546.599,47465.0,600519
226,2017-12-06,547.969,541.479,560.569,536.469,58174.0,600519
227,2017-12-07,541.419,533.159,541.459,531.729,51032.0,600519
228,2017-12-08,531.889,543.749,545.319,531.889,45503.0,600519
229,2017-12-11,547.469,567.459,568.419,547.469,72849.0,600519
230,2017-12-12,575.169,567.789,575.239,567.489,47889.0,600519
231,2017-12-13,571.459,584.679,586.469,567.189,48502.0,600519
232,2017-12-14,586.449,581.019,587.769,576.969,31967.0,600519
233,2017-12-15,580.469,570.259,584.419,567.249,32255.0,600519
234,2017-12-18,576.469,582.239,586.269,575.049,39162.0,600519
235,2017-12-19,579.469,583.559,588.909,577.469,44072.0,600519
236,2017-12-20,586.369,601.379,603.329,580.499,63601.0,600519
237,2017-12-21,599.469,598.209,603.889,591.969,46680.0,600519
238,2017-12-22,596.469,599.389,602.369,593.479,28317.0,600519
239,2017-12-25,602.469,604.589,612.769,600.189,36214.0,600519
240,2017-12-26,604.649,597.279,609.459,592.969,31867.0,600519
241,2017-12-27,601.329,580.649,601.329,578.969,37722.0,600519
242,2017-12-28,603.469,635.159,636.369,587.789,124141.0,600519
243,2017-12-29,634.469,613.959,642.969,608.069,76038.0,600519
244,2018-01-02,616.469,620.319,626.629,606.359,49612.0,600519
245,2018-01-03,617.969,632.329,637.869,616.209,52019.0,600519
246,2018-01-04,637.869,653.539,659.969,635.799,72205.0,600519
247,2018-01-05,657.469,654.829,662.499,644.689,39989.0,600519
248,2018-01-08,651.489,668.599,672.969,651.489,52204.0,600519
249,2018-01-09,668.679,698.989,699.469,668.679,64591.0,600519
250,2018-01-10,701.469,702.179,705.349,689.949,47714.0,600519
251,2018-01-11,703.469,691.279,704.469,688.469,50656.0,600519
252,2018-01-12,690.239,704.889,705.269,683.489,45988.0,600519
253,2018-01-15,709.929,701.839,715.529,695.489,52473.0,600519
254,2018-01-16,696.949,689.409,705.079,684.469,65428.0,600519
255,2018-01-17,686.469,664.399,690.469,654.979,90709.0,600519
256,2018-01-18,664.399,667.209,681.469,660.559,58978.0,600519
257,2018-01-19,669.369,666.649,675.369,655.489,50925.0,600519
258,2018-01-22,668.279,690.109,690.469,668.279,67126.0,600519
259,2018-01-23,694.279,690.249,696.469,685.069,49549.0,600519
260,2018-01-24,692.909,680.929,692.929,675.069,43298.0,600519
261,2018-01-25,677.469,685.629,692.469,667.469,50040.0,600519
262,2018-01-26,683.709,693.689,693.869,680.469,43978.0,600519
263,2018-01-29,695.229,652.789,696.139,651.469,74535.0,600519
264,2018-01-30,652.469,658.549,665.239,646.489,51911.0,600519
265,2018-01-31,655.469,681.009,688.179,655.469,60402.0,600519
266,2018-02-01,683.469,674.199,683.769,669.389,50582.0,600519
267,2018-02-02,668.689,656.869,669.699,641.469,75420.0,600519
268,2018-02-05,643.689,634.699,646.429,622.069,98995.0,600519
269,2018-02-06,619.469,625.329,639.069,619.469,88168.0,600519
270,2018-02-07,636.469,599.899,640.349,598.479,88289.0,600519
271,2018-02-08,598.669,617.459,634.469,598.669,83409.0,600519
272,2018-02-09,596.469,599.899,606.359,574.469,105578.0,600519
273,2018-02-12,607.469,613.949,621.969,601.669,64179.0,600519
274,2018-02-13,621.489,628.449,631.289,620.969,53389.0,600519
275,2018-02-14,636.469,634.919,636.469,628.689,30652.0,600519
276,2018-02-22,643.769,658.919,660.469,639.709,50764.0,600519
277,2018-02-23,663.469,658.949,673.029,653.469,38158.0,600519
278,2018-02-26,663.349,659.979,668.519,649.489,43658.0,600519
279,2018-02-27,665.469,654.449,672.469,653.689,42601.0,600519
280,2018-02-28,648.469,642.089,658.769,635.469,48330.0,600519
281,2018-03-01,644.469,658.439,663.319,640.239,44794.0,600519
282,2018-03-02,654.469,652.879,660.029,646.469,25991.0,600519
283,2018-03-05,654.649,636.579,658.469,633.499,37234.0,600519
284,2018-03-06,641.469,634.729,644.069,613.599,64570.0,600519
285,2018-03-07,631.469,626.509,640.469,625.459,34595.0,600519
286,2018-03-08,630.469,639.229,640.469,624.469,35349.0,600519
287,2018-03-09,644.019,644.669,649.039,639.969,30171.0,600519
288,2018-03-12,646.019,640.419,650.389,639.239,39888.0,600519
289,2018-03-13,639.469,626.819,643.069,626.469,38577.0,600519
290,2018-03-14,626.139,643.349,644.549,623.689,37355.0,600519
291,2018-03-15,644.489,662.939,663.469,644.489,56148.0,600519
292,2018-03-16,664.069,656.319,670.449,655.349,35855.0,600519
293,2018-03-19,660.439,669.949,670.459,655.469,38666.0,600519
294,2018-03-20,666.469,664.199,668.469,656.469,28877.0,600519
295,2018-03-21,666.579,658.469,669.579,656.469,26742.0,600519
296,2018-03-22,660.469,642.549,664.469,640.479,37486.0,600519
297,2018-03-23,617.469,627.529,639.959,616.549,52546.0,600519
298,2018-03-26,624.469,629.959,631.529,618.349,46256.0,600519
299,2018-03-27,639.469,631.209,642.349,620.469,47548.0,600519
300,2018-03-28,616.439,598.519,619.469,585.469,113539.0,600519
301,2018-03-29,598.669,605.569,614.319,574.879,79081.0,600519
302,2018-03-30,602.469,600.089,609.969,596.349,36540.0,600519
303,2018-04-02,596.469,596.529,607.469,590.579,32039.0,600519
304,2018-04-03,594.469,594.379,603.469,591.859,40235.0,600519
305,2018-04-04,598.469,610.479,616.899,596.849,56891.0,600519
306,2018-04-09,613.569,614.769,621.899,606.619,30833.0,600519
307,2018-04-10,621.269,624.489,624.969,614.929,32043.0,600519
308,2018-04-11,626.469,621.829,631.249,619.489,25723.0,600519
309,2018-04-12,620.469,610.669,623.349,608.689,30713.0,600519
310,2018-04-13,614.969,603.329,617.469,601.549,27549.0,600519
311,2018-04-16,597.049,597.849,603.319,593.469,32939.0,600519
312,2018-04-17,601.469,582.669,601.849,582.069,35172.0,600519
313,2018-04-18,587.469,572.109,587.469,561.469,62616.0,600519
314,2018-04-19,576.319,596.429,596.469,573.129,44207.0,600519
315,2018-04-20,597.469,586.729,610.469,584.699,41511.0,600519
316,2018-04-23,582.479,590.479,596.799,582.479,32659.0,600519
317,2018-04-24,592.469,606.349,609.969,591.469,47282.0,600519
318,2018-04-25,605.469,607.439,608.469,599.489,25252.0,600519
319,2018-04-26,608.469,594.699,608.749,589.469,35047.0,600519
320,2018-04-27,601.719,578.999,604.829,571.469,57915.0,600519
321,2018-05-02,576.469,584.299,585.459,561.529,70259.0,600519
322,2018-05-03,582.469,587.349,590.149,574.469,36326.0,600519
323,2018-05-04,587.449,579.339,591.299,577.039,37375.0,600519
324,2018-05-07,576.419,614.639,618.349,574.239,85591.0,600519
325,2018-05-08,614.499,625.299,628.599,614.499,62497.0,600519
326,2018-05-09,625.549,618.419,628.769,613.589,32331.0,600519
327,2018-05-10,619.969,630.659,632.469,619.969,39293.0,600519
328,2018-05-11,635.159,634.489,646.969,632.169,39141.0,600519
329,2018-05-14,640.469,658.879,659.469,640.469,51014.0,600519
330,2018-05-15,662.469,659.529,662.909,650.469,38055.0,600519
331,2018-05-16,656.469,650.989,662.129,649.749,30795.0,600519
332,2018-05-17,651.589,643.849,653.969,640.469,28517.0,600519
333,2018-05-18,640.459,655.789,657.469,637.659,29255.0,600519
334,2018-05-21,660.469,651.289,663.769,648.949,29059.0,600519
335,2018-05-22,651.689,656.039,656.309,646.489,16998.0,600519
336,2018-05-23,656.469,640.249,656.469,640.049,28268.0,600519
337,2018-05-24,636.469,631.869,645.129,629.469,30416.0,600519
338,2018-05-25,628.469,633.329,643.469,628.469,26511.0,600519
339,2018-05-28,634.469,656.869,657.129,631.589,42805.0,600519
340,2018-05-29,655.269,647.899,666.469,647.749,40820.0,600519
341,2018-05-30,643.689,642.339,653.769,636.519,37147.0,600519
342,2018-05-31,646.719,667.599,668.089,646.709,71852.0,600519
343,2018-06-01,667.599,661.579,671.449,655.229,36177.0,600519
344,2018-06-04,668.819,698.439,699.369,662.349,73805.0,600519
345,2018-06-05,702.969,704.519,711.169,693.699,52629.0,600519
346,2018-06-06,704.469,702.219,717.419,698.769,48969.0,600519
347,2018-06-07,706.449,697.439,712.019,695.369,39167.0,600519
348,2018-06-08,696.469,694.419,702.369,686.469,34958.0,600519
349,2018-06-11,692.519,692.199,702.469,684.799,36547.0,600519
350,2018-06-12,694.469,715.659,719.969,692.969,55287.0,600519
351,2018-06-13,716.469,706.799,719.089,705.349,35244.0,600519
352,2018-06-14,706.469,702.599,710.269,691.649,36159.0,600519
353,2018-06-15,700.668,700.798,706.048,696.568,31707.0,600519
354,2018-06-19,696.468,665.468,696.468,664.468,60195.0,600519
355,2018-06-20,668.468,691.058,692.468,668.468,45838.0,600519
356,2018-06-21,692.688,686.788,706.358,686.238,39182.0,600519
357,2018-06-22,681.468,693.998,694.468,677.468,28854.0,600519
358,2018-06-25,693.468,693.028,706.438,692.368,32934.0,600519
359,2018-06-26,692.778,682.268,697.348,674.468,46577.0,600519
360,2018-06-27,679.468,649.908,684.468,648.468,57298.0,600519
361,2018-06-28,641.468,638.398,646.468,624.468,50833.0,600519
362,2018-06-29,639.768,658.928,659.768,632.468,32929.0,600519
363,2018-07-02,661.988,639.018,666.798,630.468,37558.0,600519
364,2018-07-03,637.228,622.388,643.248,605.698,82837.0,600519
365,2018-07-04,619.468,618.378,627.468,615.468,37990.0,600519
366,2018-07-05,627.468,629.858,643.668,627.468,47123.0,600519
367,2018-07-06,634.468,641.588,648.398,626.728,44156.0,600519
368,2018-07-09,647.498,654.708,657.328,647.198,40572.0,600519
369,2018-07-10,656.468,653.228,658.968,640.798,29010.0,600519
370,2018-07-11,637.468,647.048,651.468,629.688,24278.0,600519
371,2018-07-12,645.468,665.008,668.638,645.468,40170.0,600519
372,2018-07-13,669.768,674.458,675.568,662.588,28907.0,600519
373,2018-07-16,679.768,682.148,691.578,678.498,32474.0,600519
374,2018-07-17,684.468,669.898,684.468,663.488,27806.0,600519
375,2018-07-18,669.898,664.908,677.158,662.468,24521.0,600519
376,2018-07-19,666.468,668.418,671.418,662.488,18078.0,600519
377,2018-07-20,668.968,668.598,670.598,655.468,30548.0,600519
378,2018-07-23,663.468,659.538,668.618,647.478,35969.0,600519
379,2018-07-24,660.148,672.868,674.768,650.468,41808.0,600519
380,2018-07-25,674.418,671.278,677.348,667.478,21743.0,600519
381,2018-07-26,676.368,663.088,676.368,661.698,23067.0,600519
382,2018-07-27,663.468,666.028,671.768,657.468,20913.0,600519
383,2018-07-30,666.368,646.678,668.128,642.468,42171.0,600519
384,2018-07-31,647.768,653.908,655.348,646.678,20683.0,600519
385,2018-08-01,658.868,642.408,659.768,641.578,25237.0,600519
386,2018-08-02,643.438,623.308,643.438,615.348,55001.0,600519
387,2018-08-03,622.468,606.458,622.468,603.668,47336.0,600519
388,2018-08-06,604.468,597.148,611.468,589.718,45248.0,600519
389,2018-08-07,599.768,613.748,615.298,589.488,39085.0,600519
390,2018-08-08,614.488,603.688,616.468,599.338,29685.0,600519
391,2018-08-09,598.468,619.348,621.968,597.588,34485.0,600519
392,2018-08-10,619.348,614.648,622.238,611.668,23817.0,600519
393,2018-08-13,610.468,606.688,610.468,594.148,34570.0,600519
394,2018-08-14,606.688,607.598,611.968,600.978,21696.0,600519
395,2018-08-15,607.268,590.268,607.468,588.468,34997.0,600519
396,2018-08-16,579.468,575.908,595.968,567.468,59939.0,600519
397,2018-08-17,584.968,562.328,584.968,557.478,46574.0,600519
398,2018-08-20,559.918,572.258,573.018,544.328,48852.0,600519
399,2018-08-21,574.468,598.958,599.768,574.468,52249.0,600519
400,2018-08-22,598.468,595.168,600.668,590.468,20675.0,600519
401,2018-08-23,599.168,597.678,605.968,592.648,27357.0,600519
402,2018-08-24,596.468,587.768,596.468,583.928,26090.0,600519
403,2018-08-27,589.468,614.768,614.768,589.468,48016.0,600519
404,2018-08-28,620.468,608.468,621.248,606.018,32488.0,600519
405,2018-08-29,609.468,613.318,616.348,606.568,27404.0,600519
406,2018-08-30,615.678,607.868,620.068,606.478,33788.0,600519
407,2018-08-31,603.718,586.658,604.468,583.968,58980.0,600519
408,2018-09-03,579.468,593.678,595.138,578.268,30179.0,600519
409,2018-09-04,594.268,602.508,603.468,589.068,21540.0,600519
410,2018-09-05,602.468,585.258,604.458,584.468,28983.0,600519
411,2018-09-06,579.468,571.468,586.728,567.468,42370.0,600519
412,2018-09-07,572.968,578.438,585.498,572.608,29240.0,600519
413,2018-09-10,579.668,572.268,581.278,568.168,21202.0,600519
414,2018-09-11,573.038,573.468,578.438,568.098,19496.0,600519
415,2018-09-12,570.468,557.468,572.338,555.478,41157.0,600519
416,2018-09-13,565.468,559.448,569.468,547.468,47713.0,600519
417,2018-09-14,561.448,570.368,577.248,555.998,40900.0,600519
418,2018-09-17,572.468,573.278,580.428,568.528,29112.0,600519
419,2018-09-18,570.468,594.168,595.468,569.688,37858.0,600519
420,2018-09-19,594.048,608.888,613.468,593.468,48221.0,600519
421,2018-09-20,612.668,606.018,614.368,604.828,27519.0,600519
422,2018-09-21,609.468,627.478,627.478,607.478,42617.0,600519
